userid,foodid,rating
112219840457055096153,11,5
110422885420617896093,11,5
116852952092019913610,11,5
114047288472149349381,11,3
111271234938422356089,11,5
108275532362304111934,11,4
106355602419265351351,11,5
103286471866293138187,11,5
109769633763269878475,11,4
105864082388122562054,11,5
108751868112047111648,11,5
115265987461293416935,11,3
101935044133717081453,11,5
100216150261420612186,11,1
108841892900281969532,11,5
106760497816767696594,11,5
107393161039492610267,11,4
113051214151013082760,11,5
111430045134878220482,11,5
106985635311467016158,11,5
109108555630460132862,11,5
113911092181946220338,11,5
101459254283285842762,11,5
111338621032926493421,11,5
113818167103709165503,11,5
116968858297797190925,11,5
105226176640036681068,11,5
100079340298381598735,11,5
116326892362989736040,11,3
115898538121897768966,11,5
111613242838052151995,11,5
105892392413528737906,11,5
109979913275235490944,11,5
116814630003127798102,11,4
115491781505793031850,11,5
116126271788687902063,11,5
100442268279291895680,11,4
111544535004899937763,11,5
104018900817450219888,11,5
117890698375798210674,11,5
114751643856859470289,11,5
114783316899419772054,11,5
109260668298327861414,11,3
114080558508206655685,11,5
112623517876975514039,11,5
103067882857586320526,11,5
114515723583190243897,11,5
117427789999716038175,11,5
115739474329491912284,11,4
117256057588978612590,11,3
102060279817004808833,11,5
111781832826819569508,11,4
106006707151872753941,11,5
109972562259814812758,11,5
111430045134878220482,11,5
105342097727930447553,11,4
114001945635146973353,11,5
105171984619202753073,11,5
112902741558049987606,11,5
109610129550556023666,11,5
101457854123838564943,11,4
103422008058103173357,11,5
102198370399849878023,11,5
114445380468063935732,11,4
108008012644124363151,11,4
118152144540814937301,11,5
106912782968904450924,11,5
103397324152631607153,11,4
105782342636269836215,11,4
109009104755479346039,11,5
100480093744894421524,11,3
102429451079494979821,11,5
117610202680609931468,11,5
118107614905202002674,11,3
113502795803167080789,11,4
106085047303292845038,11,3
102360910716562366655,11,5
108279179672842070960,11,5
108275532362304111934,11,4
117794468311912263407,11,5
108641842305866971467,11,2
107905666618366724612,11,4
108851748732355049781,11,3
109611190572228674603,11,5
100386405245811570647,11,4
107291889445407107102,11,5
108696567780964583185,11,4
109454411386556770339,11,1
117499367969624305513,11,4
112156141817457079203,11,5
110316451866688483932,11,4
112655188633847228322,11,4
105552990408975757039,11,5
116148477386717575712,11,5
105892392413528737906,11,4
101570785514830341582,11,5
114080558508206655685,11,3
116048309401231091438,11,3
112598854240446452449,11,4
104240419860869430333,11,1
117279516290197236406,11,3
112793036387942424166,11,4
117389445081160058816,11,5
102427605834015638649,11,1
103702644734987404518,11,4
103962663480198479403,11,5
112964215451545679485,11,5
107979523774177050747,11,5
105342097727930447553,11,3
103864998729551220690,11,5
108676697233961929405,11,5
100093702250859849757,11,4
100694782845422484182,11,5
105641875241396885190,11,5
109477732884918793623,11,4
105276836785217873568,11,5
116351125768789254214,11,5
110379404768667048959,11,3
116529697669107132513,11,3
110709549688728636213,11,5
118260598837928481943,11,4
111376056027123649376,11,5
102107525471936198024,11,5
111639794774961897372,11,5
111920303320720409357,11,5
116784671193380821576,11,2
112591076512033265566,11,4
110886602299865449175,11,4
108657674136024163609,11,5
107843603649903245447,11,3
113861923464679544218,11,5
100223420825612770336,11,5
113608706305591448585,11,4
115322772740864092207,11,4
115977853187216002475,11,3
112623517876975514039,11,5
108275532362304111934,11,4
105145768687189047982,11,3
107300796302318060780,11,3
113205645628782943529,11,5
108840255450817676183,44,1
111216619131490766365,44,1
108838229722342772014,44,5
107315378780429341349,44,5
100682835351447580257,44,4
117279516290197236406,44,3
107810340858049600968,44,1
111664380288620115921,44,1
113552535189688818655,44,3
107037523118772724679,44,5
114930392588209585762,44,4
116321667236680954707,44,1
107737304573957206807,44,4
112688467595338381331,44,1
111956983326267498277,44,1
110955159541821195475,44,1
109639639366434037625,44,1
111056349028380930001,44,4
101677003734370634733,44,1
105701777675747762083,44,1
100097993506433381343,44,5
108409555195941556304,44,1
116844298935905915560,44,1
107785339604510408714,44,1
109006088716937524228,44,1
115927541977670023049,44,5
112835154361131990961,44,1
118251337296967379710,44,1
114190199028294587495,44,3
114303371390317189833,44,3
117418515228827306778,44,1
112225539912928622826,44,2
108400935155805833715,44,1
106227338157951601296,44,3
110204106470894976302,44,3
103609806774836151758,44,5
105342097727930447553,44,3
117468704224150595039,44,5
116776824121872630692,44,1
110735179236193712276,44,4
116938237846338409963,44,3
100213694946842670047,44,3
112904554827242298836,44,4
110236200494687831785,44,5
110691633906800161127,44,1
110687652234470993269,44,2
117360237047162916347,44,4
109458593131915243609,44,3
116052322980470865661,44,5
102222270979752348228,44,5
117462164715298877861,44,5
110316451866688483932,44,4
117133065266546304560,44,2
110012229164046535881,44,4
100816623631168791184,44,4
106911303747990547962,44,5
113485997043087856664,44,5
112994654283661324793,44,5
106219123191125106734,44,4
105952383368898400897,44,5
107257033877131170997,12,1
103860222585152883699,12,5
103805087862608135315,12,5
110487806568177588856,12,3
117465825591423752314,12,1
114083850633992264665,12,5
104442143267773247344,12,4
117980836546616381455,12,1
101518383380278738563,12,5
100905839320929255807,12,4
110074324663954599699,12,4
111591021169192976239,12,4
101901815103305550376,12,2
111433553597977697942,12,1
116001171041763971352,12,5
105769306970889566544,12,1
100471045446290739173,12,3
103716970903198401032,12,5
101526522889456924607,12,5
102637795955714189204,12,5
118110741266092994105,12,5
104034176413088111811,12,2
101753725315319569768,12,4
107799823084779444844,12,1
111353055109610721936,12,5
108995734160334942151,12,5
116961632491800039307,12,5
115468218339966372842,12,4
102746852375315856332,12,4
106268390920026635227,12,5
102842308844590273724,12,4
100513982108278068433,12,5
111255682252678932891,12,5
118007809531115841014,12,3
106685927790224248992,12,5
114263958849657776436,12,5
113241051085659633004,12,3
105833519877641097105,12,1
108637917446086511173,12,5
116264230761156467748,12,5
117612630125288267206,12,4
110505779060773109940,12,1
114553297396185868230,12,4
117885595692938547776,12,5
116639357981920323425,12,5
107354632355367165033,12,2
100526189207875973859,12,5
101720094477320888158,12,5
108090591604330580514,12,3
102902509262678272056,12,5
107641655086757434047,12,5
110466799395350966099,12,5
111210146427135756882,12,5
108195033437736640668,44,5
107398147551260927812,44,2
107089292990463382705,44,1
112004291350358304160,44,5
104031900068612870205,44,5
103491652776344320179,44,5
114469282984379144843,44,4
102260626085916018032,44,5
111895117017553672259,44,5
104488496133781640622,44,5
112729610001455215609,44,2
111790143102507394191,44,4
109050548367500005933,44,5
117965699609887257383,44,5
101747219667534768270,44,5
102214154328654120090,44,4
111273103756892092031,44,4
118078872191091039052,44,5
110552173397165649305,44,4
117091411861389140916,44,5
116925573437685281417,44,5
117789579119392630062,44,4
103842622352409445423,44,1
109805573880509875876,44,1
116303283851842617447,44,5
113849139533284358108,44,4
104982521445793971932,44,4
111723517348451817986,44,5
109026163547013546441,44,5
101363667065662544621,44,5
117996872878240417241,44,5
117227102292936198993,44,4
108461821292118764510,44,4
111436801724255166833,44,5
100227843791737545059,44,1
117003461952404228428,44,5
104438368023805552572,44,5
105444880916065796732,44,5
110951574276076053229,44,3
115139173209449222398,44,5
114003244294216775655,44,5
101783105202686550167,44,5
112855627366996658583,44,5
112074924522785962420,44,5
104576243437366039770,44,5
116018259600273925205,44,5
114728738432260708878,12,1
115545216718666968253,12,1
103873929944194642403,12,5
118030178376808365901,12,5
102901399351665077777,12,3
111041599445756759988,12,5
114294422800912583014,12,5
100494436418162510248,12,5
108765279833407575830,12,4
100893486809264280992,12,4
118194666245126178487,12,4
113821074120427533806,12,5
114041351256190705305,12,4
118139412012847765007,12,5
101067023254095335803,12,3
114827310117168149182,44,5
111229320030028657276,44,5
104299612848398122537,44,3
105425479188905044594,44,5
115931964965666259898,44,4
100458723188393314173,44,5
102844927690955683586,44,5
109617915137246150643,12,5
116315824798836581409,12,5
101653153694763341697,12,5
118030178376808365901,12,3
111353505751212189241,12,5
106022162798383449296,12,5
108675286140715230405,12,3
116566863615297115336,12,5
108141232630718783790,12,5
118119525043286062929,12,5
108559166996678728312,12,4
102286702407620070882,12,5
110635667708693646864,12,5
115935206514265965765,12,4
107458029635038994062,12,5
112990823296749542511,12,4
110995061835563594201,12,5
105306730103956931080,12,3
115957224682619209246,12,5
104131920661526315923,12,1
113468103926327138445,12,5
105668530630943071255,12,4
100430298973567474907,12,4
117434407303387249783,12,3
112981188301068220896,12,5
112787215206843802282,12,5
110316451866688483932,12,4
112695773188827954491,12,5
118221255575352979228,12,5
114499118447231846410,12,1
103497240329962798757,12,5
116952722861631945204,12,3
108661440067998090581,12,3
110279950908620542962,12,1
105891353757394313385,12,4
108540293280367132200,12,4
102339338922254571419,12,3
110901473745210878866,12,5
109116338207654158938,12,3
118219233368226391982,12,5
105230821570079633130,12,5
107188796002124394758,12,5
114697075733222540283,12,1
103427945803009794107,12,4
103797037846421439796,12,4
102134918414768438137,12,5
116128930704433337806,12,3
105091308660810865630,12,4
102821278655024741976,12,3
105313139509200978551,12,5
116108948158020478854,12,4
113765901466241783355,12,4
101604645867441406021,12,1
100414393990253705589,12,2
101103782889003531553,12,2
114263897571763641736,12,5
108160723325452284249,21,5
116863429523318305385,21,3
109350313734156741260,21,5
103952898772138587997,21,5
113009366301853004884,21,5
105857228926030788218,21,2
108776045601415466375,21,5
109484782994136819950,21,5
114865883118844329134,21,5
115754189819625170287,21,5
116068864035847516636,21,5
103003782680651858815,21,5
108677783503072013665,21,4
108329545666295833556,21,5
113515855991979688059,21,4
108100729649816366744,21,4
106775101518778315216,21,5
102540371232807996096,21,5
114976190785058765814,21,5
100122254030302146992,21,5
116269346428577019518,21,5
105771736973266512954,21,3
114014063560386146435,21,4
115319337070793124374,21,5
107828515455240936208,21,5
104199644527734377316,21,4
103123285003479393734,21,4
117181217593547312707,21,4
112280644232193958158,21,5
108692667668763777653,21,4
103182194910413299390,21,4
102020091499493688870,21,4
110810238254479574450,21,5
118291082898792798444,21,5
116853644441307493334,21,5
114528747580505258105,21,5
115812346111608235117,21,5
107735214704985000285,21,5
101865692673251474100,21,4
108473290446643295390,21,4
105785299972492488499,21,5
111910710011212948269,21,5
114184296384244849557,21,5
111915444317413676016,21,5
105942874819005000305,21,5
106113496451096508681,21,5
107246687182199794931,21,5
110566437556162567709,21,4
115967453065586744396,21,5
102801902297231347641,21,5
114558189656029077087,21,4
102578915699128455978,21,5
106506605429403223898,21,5
111542026421291565895,21,5
111991289207309727702,21,5
111801758213490383697,21,5
115086376228196982432,21,3
107077167052301409953,21,5
110112593333314128228,21,5
111959092468745260305,21,5
100699432324346473058,13,5
103089816759717507319,13,5
102973763495550513528,13,5
112612429751020414879,13,5
110495778227589991691,13,5
117045886811364219705,13,4
104958289666450849837,13,5
103642080700831904343,13,1
103646806566229456784,13,3
107338810944181105053,13,4
117827169620006573519,13,1
104172035721891575924,13,5
113138367268114769094,13,5
103521079678024458298,13,5
114253859325588241713,13,5
104740735657009655852,13,3
103954079219055978558,13,5
112278838672884821781,13,4
110963557332569053893,13,4
116938449315106302458,13,2
112703237158130646553,13,3
108696839964262910161,13,5
103925879668081160820,13,2
116074945164214174162,13,5
116934569844577862247,13,5
112328762941294401690,13,4
101545844026681206853,13,5
107432527397823462832,13,5
112406206168878100232,13,4
116841016291558678888,13,5
102380518084666802073,21,5
108217930810868601334,21,4
110928543794122878598,21,5
104230843295596759924,21,5
108888113001888036804,21,5
108800127545592778046,21,5
100126513995499861045,21,4
106293518961200503341,21,4
103202626832219219192,21,3
110805900473888057895,21,5
109936422979428260124,21,5
102056621647967708913,21,5
108086575047160671925,21,3
114917571079969822787,21,5
106888197623210422663,21,4
105994343938244654226,21,5
106595759609371604005,21,5
111276959909938319649,21,5
109168501368355025382,21,4
116837707239767929073,21,4
107153943830477355783,21,5
101938931496874712541,21,5
117369496107730778025,21,5
105787557530725039840,21,5
108330859798358490586,21,4
103997580539236500679,21,5
109003969950783213899,21,3
113515281866218981011,21,4
102823227107262040307,21,4
106545326473178587705,21,5
117102726341270582606,13,2
107116577616079963914,13,1
112203798047995879572,13,4
110864496416241709391,13,5
110782849679297591955,13,5
112418091822514679592,13,5
100296880312240639676,13,5
115103251577223246008,13,5
108243788777088358493,13,5
107401122741559635217,13,5
107173771030220626907,13,5
109426807778705088094,13,3
112642239637747931645,13,5
115297763388411155075,13,5
107484279365342919731,13,5
103678305375024960135,13,5
112525674170748334048,13,5
114256589237521671514,13,3
105374730205114528861,13,3
117627694599393769417,13,5
117408059562148148714,13,5
115079596793812728130,13,5
104072214712697057001,13,5
107640538872634181572,13,5
106486369309392485846,13,5
111431447273575449110,13,5
108643509252929731413,13,5
110655117761157495868,13,5
118259235706925928066,13,5
101824654354958121053,13,5
110047021493352146194,13,5
113093970760767694358,13,5
110981391024189515300,13,1
107994345144030979938,13,5
100471045446290739173,13,5
109609890336898366981,13,1
114179675545188544186,13,4
106324061485408316995,13,4
112189846374694778365,13,5
114788574259761473529,13,1
110810238254479574450,13,5
108681618342251633167,13,3
114322150484768676030,13,5
102020091499493688870,13,5
111550505651487398337,13,5
101865692673251474100,13,5
114184296384244849557,13,5
114463706376113742409,13,5
112091121582011737374,13,5
105942874819005000305,13,5
105785299972492488499,13,5
108473290446643295390,13,5
108765186920870722463,13,4
115812346111608235117,13,5
111910710011212948269,13,5
100682968237412059996,13,5
101197977870034818640,13,5
102835391758463140297,13,5
111915444317413676016,13,5
107735214704985000285,13,5
102767368017158736931,13,3
102680073942590806772,13,1
107207044832231631721,13,4
106169176842240565294,13,5
100679375005624842002,13,5
107017402024449675631,13,5
106415752198909018317,13,2
113583562634480646829,13,4
101457854123838564943,13,4
102586468742985269950,13,5
113082254894756875696,13,4
108292586649379614205,13,1
113371731540776910723,13,4
102798586282441135460,13,5
112362026702301051395,13,5
110335335270904093449,13,4
100426974228429652717,13,4
116989702516736515285,13,4
107835604378609251559,13,5
116024234993064750811,13,2
111182946206745468997,13,4
118365868778594775698,13,3
103696277359721885884,13,5
116219372424624566052,13,4
111598841994105386444,13,5
117590510529931897935,13,4
113538038005281311118,13,4
109687873294112940105,13,5
113060479519825046673,13,1
110366529189078012805,13,4
116547265159193164743,21,4
111276959909938319649,21,5
104968277361195608958,21,5
106595759609371604005,21,5
112027755025835267782,21,5
109724423637071102779,21,5
104606184491064551965,21,5
108049755606144399129,21,5
100453482293761974220,21,5
104654718129603461299,21,5
104430654358722277566,21,5
107784076669733823496,21,5
115997420572873048391,21,4
109109754661273861529,21,4
116122116429012534678,21,4
107662293597360048820,21,5
110555027674405702448,21,5
106983472935115814832,21,3
116070656268552873900,21,5
109837724265667887075,21,5
116139408177749227209,21,5
114027954753669229777,21,5
111980012340186517982,21,5
114937392340694199408,21,4
109645757446987049698,21,5
113760806349407537234,21,5
116167453618334909072,21,4
107794592171034045546,21,5
100112838583883244412,21,4
111286192025191267258,21,5
112237551707973051594,13,5
105244550587736612987,13,3
103896473041921982934,13,5
116248180279903057480,13,5
115051925587819054812,13,3
111952886517872174412,13,4
106776342832572128935,13,5
111204298216916975206,13,3
103551012106994105245,13,4
117424370396504519164,13,5
105235792691663414084,13,5
101025463234801524980,13,5
114762283510582576656,13,5
101381113681249815260,13,5
114328396683608382753,13,5
113750515144551670798,13,1
112535255966065431276,13,5
113935407738312879711,13,4
105912179510884540580,13,5
114079001624580990338,13,3
115105251346240743102,13,4
103205686546955756752,13,4
112221257296579794334,13,4
115526525715935695996,13,5
103736702961633210948,13,5
108294760692102742555,13,4
113464203646629842236,13,5
100484123497470530597,13,5
115943993932651599922,13,5
100755387408162744043,13,5
116771812224800577412,22,5
116270790338083581498,22,4
110222195949269681426,22,4
112998004545027162416,22,5
103010816337309764609,22,5
105380616493474373250,22,5
110510842647048854640,22,5
109039749363285103460,22,4
111525612265397099940,22,5
107250948438859611408,22,5
100924723637580689606,22,5
108566350690523272040,22,5
103976974529546807287,22,5
104645508505408196786,22,4
103296287992977702722,22,5
118371809305445666635,22,5
108891046102155671344,22,4
102895451793943998630,22,5
116413410553052465933,22,5
108275532362304111934,22,2
110148125332932318378,22,5
113609112929865984719,22,4
116495992746370870847,22,5
107080635480780440194,22,5
107908443365180832896,22,3
108178076705886912172,22,2
102417187419000284994,22,2
106112241579186537673,22,5
114272292117340274272,22,3
101303279571987975090,22,4
110193182918374997866,21,5
113329429429410159736,21,1
110755250539480302725,21,1
109592950020130446764,21,5
112654249945302618926,21,5
100054877673933726333,21,3
111782879703162334377,21,2
116750944130823181819,21,5
108333904642611754387,21,3
104939747504626287009,21,1
100704263418735939962,21,5
104100318139675105391,21,1
116962585250456627931,21,4
100606910212221946176,21,5
101819885952951954532,21,2
117450264732737428707,21,5
103006973260258924166,21,1
108806603935037344103,21,4
117789584089502030543,21,4
105128026439233190850,21,4
117985534709185315082,21,5
108508504007448908446,21,5
112752390931391203944,21,3
106814282040618326152,21,4
115500349786770672418,21,4
112554955422233973598,21,5
114690217322781592516,21,5
112306942729881082541,21,1
115997420572873048391,21,4
115242712325986208705,21,5
102891828423478601333,13,5
101702904254007197886,13,5
116660498772315354556,13,5
112114013169788027181,13,5
103151651302811770810,13,5
111379173132841379365,13,5
107309231140445508252,13,5
108285597690200876360,13,5
111393973821700386229,13,5
116784881252019054781,13,5
109852433145816588012,13,5
110401776348732247799,13,5
112961585183921592977,22,1
102898803504751325018,22,4
107296159423700960224,22,3
109294195249981252210,22,3
106432686514662840853,22,5
105817304434818116927,22,5
117673402348382987937,22,4
115783959062814908974,22,5
113568199828427011869,22,4
110607209432164438437,22,4
113923421271546208766,22,4
110290840677413718850,22,5
117860509043400095211,22,3
102772967325620597478,22,4
118025821406346686923,22,4
113081520737409273214,22,1
100958289922711552761,22,3
102135175412195941600,22,4
101625225137235243717,22,4
105148179454323184765,22,4
104941243322260250943,22,4
110186643646874328588,22,5
112893743929380545184,22,2
102952685353304403627,22,3
104874599658900875526,22,5
115588390652948744476,22,5
117124534351025002838,22,4
111997190516995060023,22,1
105255356637921978145,22,5
111449310334243328282,22,5
115274983737049194250,13,5
102109589424879807913,13,4
111148041156096363975,13,1
101430776473339037048,13,2
113416553833004826779,13,5
110228619135673051941,13,2
115164099973822845119,13,4
117358814718134468725,13,5
103841292948375089356,13,5
107621861451111829346,13,5
111868838334816799905,21,4
100057667505960994389,21,4
114413332740639139125,21,5
113011497349675044898,21,5
107417255382209111740,21,5
116229783907906910630,21,4
106502937539622669623,21,1
107856258824098029343,21,1
112156009085272663826,21,5
103636505463356734038,21,5
112234516512347369781,21,5
104074200480143267389,21,5
118252592449666802635,21,5
117329605696768663821,21,4
106005649116198012260,21,5
114828123187689955878,21,5
115819267418617619190,21,5
109794440379964061346,21,5
102562739678287778718,21,4
101167595827919041601,21,4
106334174242299925769,21,4
109561035580556059195,21,5
106853027111453057832,21,5
100481573238110871860,21,5
100129348196872780683,21,5
112620227484549815629,21,5
110327985534409973222,21,5
108153988188202710911,21,5
103551012106994105245,21,5
103119926577113767888,21,5
115969486686664081306,14,5
114122419047961239522,14,3
109828257552460767160,14,2
102208240267636560555,14,1
107615727361286281060,14,1
114821596229761659682,14,4
115157879192258038517,14,1
114652647882555995304,14,5
110056024203625910707,14,4
112123481625988110362,14,5
104774652379260574924,14,5
108151994390288524704,14,5
101834880193042109600,14,1
101453253875521270840,14,5
110213850832346635768,14,4
105203547151832872343,14,5
102674292605198880412,14,4
100260962835487693286,14,5
115536189874786313994,14,5
101783833738992263769,14,4
100401909011143145319,14,5
114332345573544911646,14,3
116991316315875458595,14,5
117052266195026502154,14,3
117758726090524211857,14,5
106087228995573038993,14,3
102091172809535960493,14,3
113177407838916803349,14,1
113576294635855971447,14,4
111826714994062070466,14,2
102059715410282193389,14,5
108839949234864089751,14,4
114282561901443027974,14,5
116283856227457741544,14,2
105328280516267995599,14,2
107923074885775184481,14,4
116303283851842617447,14,5
104673068864435352394,14,4
114378177250318427707,14,4
108275532362304111934,14,5
110422885420617896093,15,5
108559166996678728312,15,4
105632171808956465938,15,4
101526522889456924607,15,4
103926540964560363693,15,5
106962887244872455183,15,4
106323932770286217185,15,5
115334962739898777308,15,5
113718753133606547030,15,5
109801856418283702681,15,5
115032798890691535385,43,4
105328280516267995599,43,3
110821850784788886187,43,4
109685833039382272182,43,5
108515973091979261098,43,4
114332345573544911646,43,5
108275532362304111934,43,4
104085603801790709162,43,5
118030178376808365901,43,3
115260701833322512948,43,3
114332345573544911646,43,3
106820008766027463514,43,4
115681037065191571004,43,4
102390199687192635671,43,4
109779294020772182875,43,4
117758726090524211857,43,4
115707001285123682601,43,4
114274074411845672874,43,3
113477960724862210673,43,4
113456093171949885362,43,4
116637606286472335595,16,4
103212205174351628436,16,5
108209777500087883959,16,5
112587212414752998816,16,1
100308356151410117695,16,4
116081653967838701664,16,1
105525356931482763242,16,5
111338621032926493421,16,5
103140366775663337667,16,5
117509501893459014701,16,5
112685768201094418038,16,5
101526522889456924607,16,5
102059715410282193389,16,5
101508857213044298863,16,5
117676109002067551763,16,4
106877248267940769663,16,5
117664321120509355840,16,5
111740671512362913815,16,4
115713996420789407175,16,4
114345555265183607362,16,2
117392932089188104240,16,3
111132667054502248870,16,4
117789579119392630062,16,3
113718753133606547030,16,5
113678571425065782784,16,5
111252968957363791888,16,5
114332345573544911646,16,5
114244726599482815017,16,5
106433963152995437030,16,4
110749096179679562022,16,4
107612014284893239737,16,4
115965532498950912158,16,5
105890590759993807056,16,4
110113006453356295190,16,5
105323318081620739711,16,2
106237784073346153717,16,5
106468855692676942208,16,3
116303222971074382808,16,2
100455500397839455557,16,3
114726276453471675721,16,3
108495315646650484631,16,3
110644694396966006873,16,2
114263857328212431619,16,5
112015662174753168802,16,3
112989891377624665921,16,5
100531160189706504063,16,1
113562572228964520664,16,5
110735179236193712276,16,4
115094164853599753783,16,1
101356241846417867074,16,4
101419489338768228746,16,5
115588390652948744476,16,5
114643213911972450430,16,4
106871020056410933233,16,4
115274692397519151859,16,5
106202687367627804376,16,4
112629830170846321931,16,4
113086471825987715700,16,3
114724505070513467673,16,3
100105481632512188566,16,5
101713654952927728513,16,3
111338621032926493421,16,5
116750944130823181819,16,5
116724448114310213003,16,5
106531861390225315068,16,4
117698080032345692473,16,5
116876775520780455016,16,5
112424261718548135339,16,5
105892392413528737906,16,4
113225615342914080738,16,5
106699103123775971577,16,5
113241051085659633004,16,3
116502219971788286029,16,5
113927134668230568529,16,5
100265996093431164432,16,3
107407926724234061901,16,5
106688108958248137255,16,5
108828378680788835143,16,4
114263857328212431619,16,4
110076336352988053724,16,5
112190600759807048983,16,5
100017225209880103020,16,3
104128019668057267237,16,5
112171621266875760357,16,5
114720035040328969753,16,5
106747862387798469855,16,4
117883185415005792366,16,5
107538103583075098533,16,5
117082529878868496412,16,4
113861923464679544218,16,5
112052591067381006366,16,3
115191789635288830208,16,2
104845678020393335406,16,5
107172877092251924483,16,1
114236751580994785763,16,4
114263857328212431619,16,3
115566188074117988581,16,5
107843977681740890736,16,3
111762384351678400742,16,5
114917436581267790072,16,4
112623517876975514039,16,3
111980790781970783722,16,3
110320616002639875710,16,4
102286684039810742922,16,3
104376753843770506500,16,4
108648178083114349092,16,4
108559166996678728312,16,4
104861192728726319756,16,5
112901852963251851657,16,4
102154393701958034796,16,5
108275532362304111934,16,4
109643078530445954014,16,5
101075621464318863671,16,4
109255742280100183564,16,4
103471126875792768286,16,5
107587473700248132752,16,4
111399497473986197450,16,4
105439485383217004780,16,4
104131103792855485111,16,5
114475697091652382671,16,5
106525855928328452124,16,5
111247294128726535324,16,5
116242358848783131886,16,5
102999519452278505199,16,4
110902412210188110085,16,3
106871878422533362800,16,4
111131364534798659623,16,1
115404818546740321812,16,5
116669571361704246876,16,5
116772383178526142037,16,4
109756518746414930822,16,5
117905842608524831559,16,5
107419746374108114110,16,5
102342525607388343402,16,4
107552928553169969294,16,4
117930264151187012377,16,5
106754326661488244432,16,2
113945503174876923572,16,5
114274074411845672874,16,2
114553788156637122004,16,4
118030178376808365901,16,5
112529741877236128030,16,5
103926785242311618114,16,4
102125622239563144447,16,5
115030120730860166870,16,4
102069315670736819569,16,5
117389445081160058816,16,3
109322613502520342693,16,4
106590629340357708102,16,3
101480179440241326601,16,4
108099723652255735474,16,4
111338621032926493421,16,5
110634201881193630828,16,5
111469334813473591346,16,5
104083295567843433321,16,5
115067237078182344081,16,5
110253117551595576911,16,5
115118611920557943647,16,2
108642295086618423559,16,2
104596261404755918589,16,5
101096015306007993830,16,2
102441606429348203642,16,4
101653153694763341697,16,4
102107525471936198024,16,4
104448069977617385571,16,5
116130344171102811827,16,5
104952089142313918426,16,5
113082254894756875696,16,5
101363576911075006731,16,3
112426129849295528139,16,4
111353687934121482422,16,5
108002367464390864256,16,3
112924617196913570011,16,4
103106687126520406598,16,4
112234903804313200244,16,5
103873172267337007626,16,4
114263857328212431619,16,5
112159890289499090229,16,5
112743176798146459658,16,5
114532114390534885328,16,5
107523836420177452549,17,4
109824045593638545698,17,3
111221725201660221430,17,2
115559878873688734535,17,4
110105801198585320484,17,5
109598884550957834332,17,3
111143616680693186716,17,1
110213850832346635768,17,3
115969486686664081306,17,3
116848753776391265221,17,3
115589949222199425748,17,5
118140058562574106865,17,5
108195945204906510478,17,3
108079313429136805500,17,2
106433561089004003388,17,5
111907688253122107821,17,4
102020120535415447354,17,5
107842444954084738026,17,5
100606910212221946176,17,4
114720035040328969753,17,5
115401500531076871514,17,1
112598854240446452449,17,2
107974447753826801541,17,5
105962617370715988372,17,1
110627944249724703302,17,2
109117528726681730111,17,5
101964636474978088087,17,1
107807014424144527140,17,1
106418219058317281146,17,4
109864347576931916752,17,1
103528366269377105626,44,1
113192406653516830642,44,5
110012229164046535881,44,5
105328280516267995599,44,5
102685641316494468747,44,4
114318782558781804909,44,4
114990164387488323292,44,5
102445678061013600917,44,3
115392557524528648281,44,5
111755825008438379530,44,1
115935206514265965765,44,3
114720035040328969753,44,4
114070569380434404874,44,5
111430045134878220482,44,4
106356943591860962306,44,4
114343992432708683027,44,5
111302608477463513209,44,5
115236194501666995425,44,5
105081851219777218887,44,5
115382136650071109572,44,3
111078922839147006118,44,4
105811011129857642485,44,4
117006986679897720006,44,4
111970589308283873767,44,5
108622226474571413663,44,5
103406521397607825563,44,4
105599604364809024254,44,5
107355821846324654542,44,4
114222949059688681746,44,5
102782733948092883767,44,5
100223420825612770336,44,5
113593135148233291633,44,4
109214351739707025104,44,4
104680475751822033440,44,5
106976202381869635330,44,4
104138851235557741810,44,5
118192956879147280911,44,5
113477960724862210673,44,5
108679347901594276134,44,5
115086043746914619173,44,5
117276506969875598064,44,5
105219212675486551315,44,5
114349422661673554132,44,5
112043909659548823494,44,5
110559151726117370628,44,5
101149174730183691376,44,5
109340582099637317784,26,1
113576910156863585454,26,1
111271193941438373911,26,5
112351377933346110290,26,1
102173824651211604149,26,3
116272615580270340281,26,3
100514694108697476428,26,4
112031471191726676232,26,2
117200049835388681418,26,5
104444075789476018177,26,2
104107243040876313994,26,4
117692617913288619634,26,1
101654073726756919693,26,4
109861309821070752116,26,1
114127954166444820801,26,1
100997398168312599641,26,4
115707001285123682601,26,2
107135130240167354094,26,5
105885984165516949838,26,1
114622773393750118401,26,3
106916119528701727665,26,2
110962073703074133998,26,5
104170701176068192768,26,5
111604130421522736836,26,5
101712946634407158282,26,4
107611493270301333079,26,5
105766970560454146004,26,5
113050941722578311189,26,1
101100261282331753588,26,3
112889696181387675188,26,5
107835801859553148766,44,5
115233109901245067088,44,5
100728211576879585900,44,5
114731293369587943257,44,4
107007287264882522572,44,2
105268179260154259177,44,5
105310263936592784023,44,4
104497591180122525539,44,4
116928815283629422197,44,5
102910035098134131636,44,3
103666609098471747863,44,5
116018259600273925205,44,3
108683528512624401746,44,5
112077454243392329221,44,4
116001171041763971352,44,4
109700319708226548905,44,4
112623517876975514039,44,3
102898803504751325018,44,5
103355992447218970741,44,4
114486736726433042100,44,5
